orden,n_comp,fecha_emision,cod_cliente,figura,importe,bonif_sin_imp,imp_gravado,imp_exento,imp_iva,montib,gastadmi,boniflibro,bonifcosme,bonifpract,porclider,boniflider,bonifivadic,zona
57,"B0000303625700","2024-03-21",22156089,10,105322.82,23264.96,78772.53,0.00,26550.28,3938.63000000000,"3027.93",0.00,"12149.98","11114.98","","0.00","10008.05",703
58,"B0000303625701","2024-03-21",22221581,2,49343.45,12374.96,40779.71,0.00,8563.74,2038.99000000000,"1418.58",0.00,"8009.98","4364.98","","0.00","0.00",703
59,"B0000303625702","2024-03-21",22348450,2,72514.53,20669.94,59929.36,0.00,12585.17,2996.47000000000,"2084.72",0.00,"14909.97","5759.97","","0.00","0.00",703
60,"B0000303625703","2024-03-21",22348565,2,69085.25,12899.81,57095.25,0.00,11990.00,2854.76000000000,"1986.13",0.00,"2699.99","10199.82","","0.00","0.00",703
61,"B0000303625704","2024-03-21",22387749,2,80112.90,16589.94,66209.01,0.00,13903.89,3310.45000000000,"2303.17",0.00,"6599.98","9989.96","","0.00","0.00",703
62,"B0000303625705","2024-03-21",22395393,2,54753.95,13019.95,45251.20,0.00,9502.75,2262.56000000000,"1574.12",0.00,"7529.98","5489.98","","0.00","0.00",703
63,"B0000303625706","2024-03-21",22395784,2,49147.84,13964.96,40618.05,0.00,8529.79,2030.90000000000,"1412.95",0.00,"10319.97","3644.99","","0.00","0.00",703
64,"B0000303625707","2024-03-21",22397094,2,42450.32,6569.98,35082.91,0.00,7367.41,1754.15000000000,"1220.41",0.00,"4479.99","2090.00","","0.00","0.00",703
65,"B0000303625708","2024-03-21",22451501,2,33585.46,5479.98,27756.57,0.00,5828.88,1387.83000000000,"965.55",0.00,"4239.99","1239.99","","0.00","0.00",703
66,"B0000303625709","2024-03-21",22499210,2,87505.61,22709.95,72318.69,0.00,15186.92,3615.93000000000,"2515.70",0.00,"13109.96","9599.99","","0.00","0.00",703
67,"B0000303625710","2024-03-21",22503560,2,29868.62,3389.99,24684.81,0.00,5183.81,1234.24000000000,"858.69",0.00,"1200.00","2189.99","","0.00","0.00",703
68,"B0000303625711","2024-03-21",22503714,2,18347.39,1979.99,15163.13,0.00,3184.26,758.16000000000,"527.47",0.00,"0.00","1979.99","","0.00","0.00",703
69,"B0000303625712","2024-03-21",22534830,2,26053.94,3494.98,21532.18,0.00,4521.76,1076.61000000000,"749.03",0.00,"899.99","2594.98","","0.00","0.00",703
70,"B0000303625713","2024-03-21",22567232,2,59953.51,6469.99,49548.35,0.00,10405.15,2477.42000000000,"1723.61",0.00,"0.00","6469.99","","0.00","0.00",703
71,"B0000303625714","2024-03-21",22575073,2,39742.49,7899.98,32845.04,0.00,6897.46,1642.25000000000,"1142.56",0.00,"7399.99","500.00","","0.00","0.00",703
72,"B0000303625715","2024-03-21",22634690,2,29652.39,7199.97,24506.11,0.00,5146.28,1225.31000000000,"852.48",0.00,"4949.99","2249.99","","0.00","0.00",703
73,"B0000303625716","2024-03-21",22679537,2,61708.93,15164.96,50999.12,0.00,10709.81,2549.96000000000,"1774.07",0.00,"7799.98","7364.97","","0.00","0.00",703
74,"B0000303625717","2024-03-21",22682015,2,59845.36,13874.97,49458.98,0.00,10386.38,2472.95000000000,"1720.50",0.00,"7499.98","6374.98","","0.00","0.00",703
75,"B0000303625718","2024-03-21",22709568,10,100004.87,26969.94,74795.16,0.00,25209.71,3739.76000000000,"2875.04",0.00,"18059.96","8909.98","","0.00","9502.73",703
76,"B0000303625719","2024-03-21",22718206,2,35603.50,7519.98,29424.38,0.00,6179.12,1471.22000000000,"1023.57",0.00,"7519.98","0.00","","0.00","0.00",703
77,"B0000303625720","2024-03-21",22718842,2,20200.68,1679.99,16694.78,0.00,3505.90,834.74000000000,"580.75",0.00,"0.00","1679.99","","0.00","0.00",703
78,"B0000303625721","2024-03-21",22763325,2,39093.86,6429.98,32308.97,0.00,6784.88,1615.45000000000,"1123.91",0.00,"3979.99","2450.00","","0.00","0.00",703
79,"B0000303625722","2024-03-21",22794344,2,61611.13,17699.96,50918.29,0.00,10692.84,2545.91000000000,"1771.26",0.00,"13649.97","4049.98","","0.00","0.00",703
80,"B0000303625723","2024-03-21",22827528,10,101204.27,28304.93,75692.21,0.00,25512.06,3784.61000000000,"2909.52",0.00,"20369.96","7934.97","","0.00","9616.70",703
81,"B0000303625724","2024-03-21",22829628,2,29987.12,9374.97,24782.74,0.00,5204.38,1239.14000000000,"862.10",0.00,"8099.98","1274.99","","0.00","0.00",703
82,"B0000303625725","2024-03-21",22830022,2,35459.36,9059.97,29305.26,0.00,6154.10,1465.26000000000,"1019.42",0.00,"5969.99","3089.99","","0.00","0.00",703
83,"B0000303625726","2024-03-21",22903160,2,26100.31,5349.98,21570.50,0.00,4529.81,1078.53000000000,"750.36",0.00,"5009.98","340.00","","0.00","0.00",703
84,"B0000303625727","2024-03-21",22905260,2,38671.71,7139.98,31960.09,0.00,6711.62,1598.00000000000,"1111.77",0.00,"6689.98","450.00","","0.00","0.00",703
85,"B0000303625728","2024-03-21",22910727,2,48133.70,4749.99,39779.92,0.00,8353.78,1989.00000000000,"1383.80",0.00,"1000.00","3749.99","","0.00","0.00",703
86,"B0000303625729","2024-03-21",22941630,2,62527.50,20069.96,51675.62,0.00,10851.88,2583.78000000000,"1797.60",0.00,"16799.97","3269.99","","0.00","0.00",703
87,"B0000303625730","2024-03-21",22952314,2,25956.18,5189.99,21451.39,0.00,4504.79,1072.57000000000,"746.21",0.00,"4299.99","890.00","","0.00","0.00",703
88,"B0000303625731","2024-03-21",23015772,2,54501.74,12464.97,45042.76,0.00,9458.98,2252.14000000000,"1566.87",0.00,"6659.99","5804.98","","0.00","0.00",703
89,"B0000303625732","2024-03-21",23017040,2,59299.71,16604.96,49008.02,0.00,10291.69,2450.40000000000,"1704.81",0.00,"11849.97","4754.99","","0.00","0.00",703
90,"B0000303625733","2024-03-21",23019417,2,49075.75,9494.97,40558.47,0.00,8517.28,2027.92000000000,"1410.88",0.00,"4649.99","4844.98","","0.00","0.00",703
91,"B0000303625734","2024-03-21",23019557,2,39382.13,10649.97,32547.22,0.00,6834.92,1627.36000000000,"1132.20",0.00,"7979.98","2669.99","","0.00","0.00",703
92,"B0000303625735","2024-03-21",23088311,2,27449.07,6239.98,22685.19,0.00,4763.89,1134.26000000000,"789.13",0.00,"5899.98","340.00","","0.00","0.00",703
93,"B0000303625736","2024-03-21",23130733,2,83390.51,25604.64,68917.77,0.00,14472.73,3445.89000000000,"2397.40",0.00,"20129.97","5474.67","","0.00","0.00",703
94,"B0000303625737","2024-03-21",23131489,2,21642.17,4679.99,17886.09,0.00,3756.08,894.30000000000,"622.19",0.00,"4219.99","460.00","","0.00","0.00",703
95,"B0000303625738","2024-03-21",23165111,2,29487.66,6659.98,24369.97,0.00,5117.69,1218.50000000000,"847.74",0.00,"4079.99","2579.99","","0.00","0.00",703
